title,author,date,doi,ab
Black Lives Matter: The Journey of a Black IT Scholar,Curtis C. Cain,"June 2016,",https://doi.org/10.1145/2890602.2890623,"In this paper, we focus on the lived experiences of a particular Black scholar in pursuit of a PhD in IT. The content of this paper was adapted from a dissertation that focused on identifying and analyzing the factors that support or undermine the achievement of Black males completing IT degrees and entering the workforce. The content of this paper centers around the factors that impacted the scholar. In light of the Black Lives Matter movement, we wanted to take a social issue and deconstruct it to apply it to academia. In order to accomplish this, we used a researcher's lived experiences as a Black male for the data for this paper. By the scholar's own admission, [blinded for review] has not reached the level of success that the scholar would like the scholar is still striving to reach those goals. These are goals that the likes of Trayvon Martin, Mike Brown, Dontre Hamilton, Eric Garner, John Crawford III, Ezell Ford and countless others no longer have, which sparked the Black Lives Matter movement."
Putting the Consequences of IT Turnover on the Map: A Review and Call for Research,Matthäus P. Zylka,"June 2016,",https://doi.org/10.1145/2890602.2890618,"Among the many aspects of IT personnel studied by the IS research community, individual voluntary IT turnover is one of the most-examined phenomena. However, research into this phenomenon concentrates mainly on antecedents and cognitive precursors such as turnover intention. Antecedents are essential to understanding the turnover of IT personnel, but they do not represent the complete landscape of IT turnover research. The consequences of individual voluntary IT turnover, an important topic, have received too little attention from the IS community. I investigate this by conducting a multidisciplinary literature review of individual voluntary turnover consequences of IT personnel. My review reveals that only 8 of 130 IT turnover studies consider IT turnover consequences, concentrated primarily on software project management. I present a taxonomy of individual voluntary IT turnover consequences as a starting point for structured research on the consequences of individual voluntary IT turnover."
Experienced Meaningfulness and Calling: Effects on IT Professionals' Retention Intention,Christine Koh,"June 2016,",https://doi.org/10.1145/2890602.2890615,"Research in the broader management and related fields have consistently highlighted the importance of calling and experienced meaningfulness of work on work outcomes. Interestingly, these concepts have made little in-roads into the field of IT research. In this paper, we propose that experienced meaningfulness and calling offer a new perspective to understand IT professionals' turnover and turnaway intentions. Drawing on extant theory, we hypothesize that experienced meaningfulness has a negative direct effect on both turnover and turnaway intentions. Calling, on the other hand, has a negative direct effect on turnaway intentions, but moderates the effect of experienced meaningfulness on turnover intentions. Results from our large-scale study showed support for the hypothesized relationships."
How Temporal Work Styles and Product Modularity Influence Software Quality and Job Satisfaction,Jens Foerderer,"June 2016,",https://doi.org/10.1145/2890602.2890608,"This paper investigates how two key outcomes in software development-software quality and job satisfaction of software developers-are influenced by product modularity and developers' temporal work style, i.e., the preferences for completing the bulk of work closer to the deadlines. We argue that high deadline orientation positively interacts with product modularity to influence software quality and job satisfaction of developers. An empirical test using a unique data set on more than 140 software developers working at a large global software vendor confirms our hypotheses. We contribute to the literature on software development by showing that software quality and job satisfaction can be increased by matching the fit between technological characteristics of the software product and people factors (i.e., the preferred temporal work style of developers). Our study has wider implications for literature on temporal work styles and product modularity and can be informative for practitioners who are tasked with hiring or allocating software developers for software products with varying modularity."
"A Literature Review on Enterprise Social Media Collaboration in Virtual Teams: Challenges, Determinants, Implications and Impacts",Sebastian Dürr,"June 2016,",https://doi.org/10.1145/2890602.2890611,"This literature review focusses research on Enterprise Social Media (ESM) and its use within virtual teams. The paper includes results from 38 articles outlining the existing body of knowledge and showing the steady progress in this research field. Previous literature often thematizes the external use of social media and technological aspects, but this research concentrates on the internal collaborative use, its challenges, related determinants, managerial implications and its impact on business. Existing research illustrates key factors in each of the previously mentioned subjects. However, as research should consider the entire field, a research agenda for further studies in this ESM topic is developed."
Making Black Lives Matter in the Information Technology Profession,Eileen Trauth,"June 2016,",https://doi.org/10.1145/2890602.2890617,"The phrase ""social change is a beautiful thing,"" appeared in a tweet from a student during demonstrations at the University of Missouri in November 2015. The events that motivated this tweet point to the work that still needs to occur to bring greater racial equality to American society. In this regard, a question for IT professionals, both academics and practitioners, is: ""What can the SIGMIS CPR community do to foster greater inclusion of underrepresented racial and ethnic groups into our profession?"" These panelists provide some answers to this question by discussing their research and interventions to diversify the IT field and promote greater racial and ethnic representation within it."
Evaluating Effective Use of Social Networks for Recruitment,Malmi Amadoru,"June 2016,",https://doi.org/10.1145/2890602.2890604,"Social media applications and services have become popular over the years and organizations are increasingly exploiting social media related services in business functions. Human resource recruiting is one such function, which has stepped into a new era of social recruitments. Talent sourcing plays a major role in any organization as recruiting competent people with right skills for right positions leads organizations to achieve their vision, mission, and objectives. Therefore, it is important for organizations to adopt innovative recruitment techniques. As organizations are increasingly exploiting social networks for recruitment, it is important to research and evaluate how useful social networks are as a recruitment tool and how it can be used effectively. The main objective of this study was to evaluate social networks as a recruitment tool for HR professionals and identify effective uses of social networks for recruitments. The research shows that process efficiency, reachability and passive talent attraction can be identified as effective uses of social networks for recruitment."
College-Based Career Experiences as Determinants of IT Labor Market Entry: A Survival Analysis Model,Tenace Setor,"June 2016,",https://doi.org/10.1145/2890602.2890607,"Novice IT professionals are not well-endowed with experience and professional knowledge-attributes gained in the course of IT work-which could facilitate labor market outcomes such as entering the IT workforce immediately after completing college education. However, college-based career experiences such as job shadowing, mentorship, internships and cooperative education are valuable sources of human capital which can engender good future performance and productivity; and, thus, can often decide the employment fate of novice IT professionals. The current study draws on human capital theory and develop a set of hypotheses relating college-based career experiences to the likelihood of securing IT jobs. We test our hypotheses using data from the National Longitudinal Survey of Youth 1997 cohort. We find that hands-on forms of college-based career experiences such internships and cooperative education increase the likelihood of securing IT jobs immediately after completing college. We do not find support for vicarious forms of college-based career experiences i.e. mentorship and job shadowing. We discuss the implications of our results on research and practice."
Designing Games for Presence in Consumer Virtual Reality,Lewis Carter,"June 2016,",https://doi.org/10.1145/2890602.2890626,"With virtual reality technologies entering the consumer market this year, it is the task of those producing content for the virtual reality platform to ensure that users have an experience that lives up to expectations. Virtual reality comes with its own strengths and weaknesses, and these must be taken into account when designing applications to produce the best possible experience for interaction. This paper employs a qualitative case study to examine participants in sessions with a virtual reality game prototype utilizing the Oculus Rift. The game prototype was designed to investigate problem areas of virtual reality. Data was then analyzed through thematic analysis, and a preliminary set of game design heuristics specific to virtual reality were created. These heuristics are written so that virtual reality game designers can easily apply them."
New Product Diffusion: The Role of Sentiment Content,Tung Cu,"June 2016,",https://doi.org/10.1145/2890602.2890627,The current study is focusing on diffusion and adoption of new digital artifacts. The goal is to explore the social role of user-generated content (UGC) during the diffusion process of digital products in the context of online social networks. Data collection is conducted on 154 new digital products during a two-year timeframe. Results of the study provide a deeper insight into the influence of textual UGC sentiment on new product diffusion and how such a web system (i.e.: online social networks) can help to enable a process of value co-creation. The overall finding shows that Volume of Post and UGC Sentiment have a dynamic impact on Diffusion (Adoption Rate) of digital products.
Session details: Doctoral Symposium,Lorne Olfman,June 2015,https://doi.org/10.1145/3261011,
"Crowdsourcing IT Work: A Three-Fold Perspective from the Workers, Buyers, and Platform Providers",Joseph Taylor,"June 2015,",https://doi.org/10.1145/2751957.2755504,"This paper will present a proposal for research in the area of crowdsourcing. The proposal will highlight the need for research in the area of crowdsourcing as a mechanism to enhance and expand the technology workforce. It does so by examining the technology crowdsourcing phenomenon from three perspectives: the worker (or labor supply), the buyer of technology services (or labor demand) and the marketplaces that facilitates the buyer-seller transaction. It will explore how workforce development and enterprise readiness theories can be applied in explaining how crowdsourcing can be applied to technology tasks. This dissertation will be structured in a three study format. Study one will explore the technology crowdsourcing phenomenon from a ""crowdworker"" perspective. This study will examine technology crowdwork from a career anchors perspective, and will highlight the potential role of crowdsourcing in expanding the technology workforce to additional sources of worker capacity. This study will establish the theories that describe the motivations and outcomes achieved by workers in crowdsourcing project engagements, and utilize Schein's Career Anchors (Schein 1990) to examine the motivations of workers technology enabled collaborative work environments. Study two will focus on the perceptions and readiness for crowdsourcing labor on the part of buyers of IT services. The research will collect survey data regarding enterprise readiness, and will examine the current state of enterprise readiness to adopt new development techniques. Study three will utilize a design science perspective to examine the ability of crowdsourcing marketplace platforms to meet the needs of IT service buyers and IT service workers as identified in Study's one and two."
The Impact of Positive Informal Behaviors on the Effectiveness of Information Systems Departments,Hadi Karimikia,"June 2015,",https://doi.org/10.1145/2751957.2755505,"Good relationships between information systems (IS) and business employees build shared understanding and cross-domain knowledge, and enhance the level of business-IS alignment in an organization. Most researchers have focused on improving the quality and frequency of communication, and less work has been done on the informal activities IS staff carry out to aid their non-IS colleagues. This limited attention on the behaviors of IS employees restricts our understanding of how positive interaction between IS and non-IS employees can be encouraged and how it affects the effectiveness of an IS department. Drawing on the concept of organizational citizenship behavior (OCB), we derive a set of IS-specific OCBs by reviewing the literature and relate them to characteristics of IS departments and IS employees. Our research questions are: a) When are IS professionals more likely to engage in IS-specific OCBs? b) What is the impact of IS-specific OCBs on the effectiveness of the IS department?"
Complexity Reduction in Information Security Risk Assessment,Glourise M. Haya,"June 2015,",https://doi.org/10.1145/2751957.2755506,"Results of research done by Dlamini et al. [5] clearly show information security was once focused around technical issues. However, over time, that approach transitioned to a more strategic governance model where legal and regulatory compliance, risk management, and digital forensics disciplines became the significant contributors in the domain. This focus has resulted in a proliferation of information security risk assessment models, which on the whole, have not necessarily helped to reduce risks or appropriately respond to security events. This research seeks to develop a new information security risk assessment model through the aggregation of existing models."
Personal Information Sharing with Major User Concerns in the Online B2C Market: A Social Contract Theory Perspective,John R. Magrane,"June 2015,",https://doi.org/10.1145/2751957.2755507,"The cyber world has seen growth in the online business over the past two decades and e-commerce continues to expand. Moreover it has brought ease and comfort in the lives of the people and now there is no distinction of states and regions. Mainstream people can buy anything from anywhere in the world through web-platforms such as Amazon.com, thus enhancing e-commerce. However, the major concern that arises is the security apprehension. This research paper studies the willingness of the online shopper to disclose personal information. The study will use a conceptual model to examine customers' online activities and how variables such as user trust, knowledge sharing behavior, and loyalty intentions influence users' privacy concerns, and further moderated by one's perceived environmental security in the B2C Internet market. Social Contract Theory (SCT) will be used to analyze the issue in the behavioral perspective, based on the human obligations towards one another and on the state as the supreme authority that establishes the principles that maintain the balance of a society."
"Youth, Information Quality, and Fitness Information within Social Media: A Brief Look at a Dissertation in Progress",Kayla M. Booth,"June 2015,",https://doi.org/10.1145/2751957.2755508,"This paper summarizes a dissertation in progress that explores youth and information quality. The qualitative, interview-driven study employs an Intersectionality approach and is guided by Gasser et al.'s [3] youth-oriented information quality framework. This research is situated within a larger context of IS research examining the ways in which multiple identity characteristics intersect and relate to the ways individuals interact with ICTs."
Conceptualizing a Business Process Knowledge Construct,Jose O. Angeles,"June 2015,",https://doi.org/10.1145/2751957.2755509,"This paper provides a glimpse of an ongoing dissertation effort evolving a new theory that enhances existing explanations and predictions related to information systems (IS) use. The new theory defends the existence of a construct labeled Perceived Business Process Knowledge (PBPK). The author hopes to: 1) define PBPK and 2) identify its relationship to attitudes associated with use of IS in organizational environments. The endeavor also encompasses developing an associated measure. This paper offers a short discussion of challenges faced in the PBPK theory and construct development effort, as well as, future goals that may help others."
Session details: Focus Group,Diana Burley,June 2015,https://doi.org/10.1145/3261012,
"Focus Group: Developing a Resilient, Agile Cybersecurity Educational System (RACES)",Diana L. Burley,"June 2015,",https://doi.org/10.1145/2751957.2756530,
Session details: Industry Panel 1,Indira Guzman,June 2015,https://doi.org/10.1145/3261013,
Panel: Cybersecurity Workforce Development,Indira R. Guzman,"June 2015,",https://doi.org/10.1145/2751957.2756529,"Information Officers (NASCIO) in the United States the number one strategic management priority in 2014 is security. It is therefore imperative for managers to have qualified IT security professionals in order to effectively secure the network infrastructure, protect information, diagnose and manage attacks remediating damage or losses and preparing for disaster recovery to prevent future security attacks."
Session details: Industry Panel 2,Daniel Manson,June 2015,https://doi.org/10.1145/3261014,
Industry Cybersecurity Workforce Development,Jonathan Chow,"June 2015,",https://doi.org/10.1145/2751957.2756528,"The Information Systems Audit and Control Association (ISACA) 2015 Global Cybersecurity Status Report recently surveyed more than 3,400 ISACA members in 129 countries. The survey found that 86% of respondents see a global cybersecurity skills gap and 92% of those planning to hire more cybersecurity professionals this year say they expect to have difficulty finding a skilled candidate. An April 1, 2015 article in Tech Target quoted James Arlen, director of risk and advisory services at Leviathan Security Group, who stated, ""There are currently over a billion dollars worth of unfilled positions globally."" In this panel, cybersecurity industry leaders will discuss the range of factors that influence the shortage of cybersecurity professionals, and what changes are needed to address industry cybersecurity needs. Our practitioner panel will provide perspectives on the cybersecurity workforce shortage based on personal experience, and share ways that the academic community can improve the pipeline of cybersecurity graduates with skills needed now and in the foreseeable future."
Session details: Keynote Address,Diana Burley,June 2015,https://doi.org/10.1145/3261015,
Key Traits of Successful Cyber Security Practitioners,Mark G. Graff,"June 2015,",https://doi.org/10.1145/2751957.2751983,"The author's view, formed over a decades-long career as a cyber security practitioner, is that successful professionals in the field have historically tended to share certain personality traits. Beyond the knack for problem solving and tolerance for late nights and vending machine food common in Information Technology (IT) circles, elements of integrity and character are, for example, often key to achievement in this career niche. The author describes several such traits, illustrating with informal case histories their operation and impact -- both positive and negative. Implications for education, training and staffing in this field are also discussed."
Session details: Session 1: Gaming and Competion,Christopher Herr,June 2015,https://doi.org/10.1145/3261016,
Video Games as a Training Tool to Prepare the Next Generation of Cyber Warriors,Christopher Herr,"June 2015,",https://doi.org/10.1145/2751957.2751958,"There is a global shortage of more than 1 million skilled cybersecurity professionals needed to address current cybersecurity challenges [5]. Criminal organizations, nation-state adversaries, hacktavists, and numerous other threat actors continuously target business, government, and even critical infrastructure networks. Estimated losses from cyber crime and cyber espionage amount to hundreds of billions annually [4]. The need to build, maintain, and defend computing resources is greater than ever before. A novel approach to closing the cybersecurity workforce gap is to develop cutting-edge cybersecurity video games that (1) grab the attention of young adults, (2) build a solid foundation of information security knowledge and skills, (3) inform players of potential career paths, and (4) establish a passion that drives them through higher education and professional growth. Although some video games and other games do exist, no viable options are available that target high-school-age students and young adults that supply both a quality gaming experience and foster the gain of key cybersecurity knowledge and skills. Given the Department of Defense's success with simulations and gaming technology, its sponsorship of a cybersecurity video game could prove extremely valuable in addressing the current and future needs for our next generation cyber warriors."
A Vignette-based Method for Improving Cybersecurity Talent Management through Cyber Defense Competition Design,David H. Tobey,"June 2015,",https://doi.org/10.1145/2751957.2751963,"The preliminary findings are reported from a four-year study of cybersecurity competency assessment and development achieved through the design of cyber defense competitions. The first year of the study focused on identifying the abilities that should indicate aptitude to perform well in the areas of operational security testing and advanced threat response. A recently developed method for Job Performance Modeling (JPM) is applied which uses vignettes -- critical incident stories -- to guide the elicitation of a holistic description of mission-critical roles grounded in the latest tactics, techniques and protocols defining the current state-of-the-art, or ground truth, in cyber defense. Implications are drawn for design of scoring engines and achievement of game balance in cyber defense competitions as a talent management system."
Session details: Session 2: Digital Inequality,Eileen Trauth,June 2015,https://doi.org/10.1145/3261017,
Understanding Career Choice of African American Men Majoring in Information Technology,Kadeem Fuller,"June 2015,",https://doi.org/10.1145/2751957.2751961,"A diverse workforce is essential for developing the nation's technological innovation, economic vitality, and global competitiveness. Yet, the under-representation of women, Latinos and African Americans has persisted in the field. In this study, we focus on African American male undergraduates majoring in information technology (IT). Despite the bleak numbers of African American males in IT there are still those who persist and graduate from a university and enter the workforce. To gain insights into those who do persist, we used a digital inequality framework to inform a qualitative study of undergraduates at two Historically Black Colleges and Universities (HBCUs). We conducted interviews with 20 African American males to uncover factors that contribute to their choice to pursue an IT major. The findings reveal that the five constructs from this framework (technical apparatus, digital skill, social support, autonomy of use, and purpose of use) in addition to two new constructs (work ethic and IT career exposure) help to explain how and why African American males choose IT majors. The study contributes to the limited literature on African American men's academic success, and helps to clarify some of the mixed and contradictory findings about their career choices that exist in the current literature."
Does Competitor Grade Level Influence Perception of Cybersecurity Competition Design Gender Inclusiveness?,Jason M. Pittman,"June 2015,",https://doi.org/10.1145/2751957.2751974,"Lack of gender diversity is a recognized issue within STEM. As a result, much effort has been invested in alternative means of recruitment and education. One example are cybersecurity competitions serving as popular training mechanisms. Yet, earlier research found that competitors perceive these competitions to be designed in a non-gender inclusive manner. The prior work did not consider potential biases in competitors however. Motivationally, future competition design may be misguided if competitors' perceptions were skewed due to exposure and social desirability. This led to the general question of whether grade level is related to identification of such competitions as non-gender inclusive in design. Accordingly, this study measured if U.S. collegiate upperclassmen and underclassmen participating in competitions are equally likely to identify cybersecurity competitions as non-gender inclusive. To that end, a chi-square statistic was used to compare the rates of identification of competition design gender inclusiveness amongst 104 cyber competitors. The results of the analysis indicated that upperclassmen are no more likely than underclassmen to identify a cybersecurity competition as non-gender inclusive. Thus, gender non-inclusiveness of competitions may be inherent in the design of such as opposed to a subjective experience of competitors."
Session details: Session 3: Cyber Security Skills,Art Gowan,June 2015,https://doi.org/10.1145/3261018,
Characterizing the Traits of Top-Performing Security Personnel,Jordan Shropshire,"June 2015,",https://doi.org/10.1145/2751957.2751971,"Organizational information security is a talent-centric proposition. Information assurance is a product of the combined expertise, attention-to-detail, and creativity of an information security team. A competitive edge can be obtained by hiring the top information security professionals. Therefore, identifying the right people is a mission-critical task. To assist in the candidate selection process, this research analyzes the enduring traits of top security performers. Specifically, it evaluates the Big Five Model of personality and the Six Workplace Values. In a laboratory study, 62 undergraduates majoring in information assurance completed a series of simulations which assessed their ability to solve various information security problems. The characteristics of top information security performers were contrasted against the rest of the cohort. In terms of personality, the top performers have high levels of conscientiousness and openness. With respect to workplace values, the top performers have a stronger preference for theoretical endeavors such as the pursuit of truth."
Lessons from the Strategic Corporal: Implications of Cyber Incident Response,Antoine Lemay,"June 2015,",https://doi.org/10.1145/2751957.2751965,"With the rise of cyber espionage the role of cyber incident responders is becoming more complex, but the personnel profile of incident handlers has remained constant. In this new environment, the strategic position of companies is being affected by operation personnel, including cyber incident responders, who have little to no awareness of the strategic implications of their technical decisions. In recent decades, the military has gone through a similar situation and has dubbed this new reality the ""Strategic Corporal"". This paper analyzes cyber incident response through the theoretical framework of the Strategic Corporal to argue that today's cyber incident responders fit that profile. The paper looks at three solutions put forward by the military, namely training, communication of the commander's intent and embracing decentralization, and shows that these are viable solutions to make cyber incident responders ready to meet the current challenge."
What Skills do you Need to Work in Cyber Security?: A Look at the Australian Market,Leigh Ellen Potter,"June 2015,",https://doi.org/10.1145/2751957.2751967,"The demand for cyber security professionals is rising as the incidence of cyber crime and security breaches increases, leading to suggestions of a skills shortage in the technology industry. While supply and demand are factors in the recruitment process for any position, in order to secure the best people in the security field we need to know what skills are required to be a security professional in the current cyber security environment. This paper seeks to explore this question by looking at the current state of the Australian Industry. Recent job listings in the cyber security area were analysed, and current security professionals in industry were asked for their opinion as to what skills were required in this profession. It was found that each security professional role has its own set of skill requirements, however there is significant overlap between the roles for many soft skills, including analysis, consulting and process skills, leadership, and relationship management. Both communication and presentation skills were valued. A set of ""hard"" skills emerged as common across all categories: experience, qualifications and certifications, and technical expertise. These appear to represent the need for a firm background in the security area as represented by formal study and industry certifications, and supported by solid experience in the industry. Specific technical skills are also required, although the exact nature of these will vary according to the requirements of each role."
The Missing Circle of ISMS (LL-ISMS),Masoud Hayeri Khyavi,"June 2015,",https://doi.org/10.1145/2751957.2751972,"Information security management (ISMS) subject is a new area which has been discussed in various companies and organizations and many large and small security companies also are thinking of investigating on this topic. However experience has shown that imitation of a scientific and technological issue and its implementation at the national level not only showed best real effect of that ever(but also) has caused a huge waste of resources. In this paper, we have an idea for localization of ISMS which in regard to ISO standards and importance of this subject, prepares the facility and best area for research and work on ISMS. In this essay we introduce a new circle which cover a new level in ISMS subject"
IT Surveillance and Social Implications in the Workplace,Mohammad Mohammad,"June 2015,",https://doi.org/10.1145/2751957.2751959,"The workplace is where most adults spend roughly half of their waking hours. It is not surprising, therefore, that employment practices affect a broad range of privacy rights. With the exception of polygraph testing, there are few areas of workplace activities that are covered by the American constitution or privacy laws. Accordingly, employers have a great deal of leeway in collecting data on their employees, regulating access to personnel files, and disclosing file contents to outsiders. In addition to the issue of personnel files, workplace privacy involves such practices as polygraph testing, drug testing, computer and telephone monitoring, and interference with personal lifestyle. All of these practices stem from a combination of modern employer concerns employee theft, drug abuse, productivity, courtesy and the protection of trade secrets and technological advances that make it more economical to engage in monitoring and testing. The result for employees, however, is a dramatic increase in workplace surveillance. Unprecedented numbers of workers are urinating into bottles for employer run, drug-testing programs. Thousands of data entry operators have their every keystroke recorded by the very computers on which they are working. Surveillance is so thorough in some offices that employers can check to see exactly when employees leave their work stations to go to the bathroom and how long they take. A significant step toward resolving these issues can be taken by considering the possibilities and limitations posed by the extended use of surveillance and developing a model to balance these competing concerns. The model is proposed a master plan entitled ""Monitoring Process Model (MPM)"" showing the employers and employees and their inter-related activities. Which uses a thorough examination of the research literature, thus far to advocate the use of justifications for surveillance that Weigh Company interests against a notion of transactional privacy a form of privacy that focuses on trust and relationships."
Exploring Green IT Awareness and Adoption among Indian Students,Rajendra K. Bandi,"June 2015,",https://doi.org/10.1145/2751957.2751964,"The effect of global warming on our environment has shifted the focus to green technologies worldwide. Subsequently, multiple research studies have attempted to assess awareness around the concept of ""Green IT"" in different countries. This study explored Green IT awareness, adoption and practice of Green IT among the Indian students' at leading universities and colleges. This study also explored the willingness of Indian students to pay for Green IT. Descriptive statistics, independent-samples t-test and Factor analysis were used to analyze the data. Findings suggest that Indian students are adequately aware of the terms related to Green IT and the specific reasons for its adoption. Moreover, results suggest that Indian students follow Green IT practices; largely dominated by those practices which promote ""reducing paper consumption"". However, there exist a significant percentage of Indian students who are willing to adopt Green IT, but the relatively higher cost of adoption seems to be an inhibitor."
Session details: IT Security Management Panel,Conrad Shayo,June 2015,https://doi.org/10.1145/3261019,
Is Managing IT Security a Mirage?,Conrad Shayo,"June 2015,",https://doi.org/10.1145/2751957.2751970,"The purpose of this panel is to provide a forum to discuss the main IT security issues confronting organizations today. The panelists and attendees will discuss the existing gap between current IT security practices vs. best practices based on survey trends on IT security for the past 5 years, explore popular models used to justify IT security investments, and showcase some of the most popular hacking tools to demonstrate why it is so easy to compromise organizational IT security assets. The panel will conclude by discussing the emerging IT security standards and practices that may help deter, detect, and mitigate the impact of cyber-attacks. As the title suggests, we posit the question: Is Managing IT Security a Mirage?"
Session details: Cyber Security Competition Panel,David H. Tobey,June 2015,https://doi.org/10.1145/3261020,
Cybersecurity Competitions in Education: Engaging Learners through Improved Game Balance,David H. Tobey,"June 2015,",https://doi.org/10.1145/2751957.2751969,
Session details: Session 5: Posters,Daniel Manson,June 2015,https://doi.org/10.1145/3261021,
Insider Threat: Language-action Cues in Group Dynamics,Shuyuan Mary Ho,"June 2015,",https://doi.org/10.1145/2751957.2751978,"Language as a symbolic medium plays an important role in virtual communications. Words communicated online as action cues can provide indications of an actor's behavioral intent. This paper describes an ongoing investigation into the impact of a deceptive insider on group dynamics in virtual team collaboration. An experiment using an online game environment was conducted in 2014. Our findings support the hypothesis that language-action cues of group interactions will change significantly after an insider has been compromised and makes efforts to deceive. Furthermore, the language used in group dynamic interaction will tend to employ more cognition, inclusivity and exclusivity words when interacting with each other and with the focal insider. Future work will employ finely tuned complex Linguistic Inquiry and Word Count dictionaries to identify additional language-action cues for deception."
An Efficient Approach to Develop an Intrusion Detection System Based on Multi Layer Backpropagation Neural Network Algorithm: IDS using BPNN Algorithm,Rinku Sen,"June 2015,",https://doi.org/10.1145/2751957.2751979,"The key success factor of the business depends upon correct and timely information. The vital resources of the organization should be protected from inside and outside threats. Among many threats of network security, intrusion has become a crucial reason for many organizations to incur loss. Many researchers are trying their level best to handle the different types of intrusion affecting the business. To detect such a type of intrusion, our initiative is to us a very popular soft computing tool namely back propagation neural network (BPNN). We have prepared a flexible BPNN architecture to identify the intrusion with the help of anomaly detection methodology. The result we obtained is better than or at per with many best research paper in this field of study. We have used KDD dataset for our experiment."
The Cybersecurity Competition Federation,Daniel Manson,"June 2015,",https://doi.org/10.1145/2751957.2751980,"In a time of global crisis in cybersecurity, competitions and related activities are rapidly emerging to provide fun and engaging ways of developing and assessing cybersecurity knowledge and skills. However, there is no neutral organization that brings them together to promote collective efforts and address common issues. This paper will describe the rationale and process for developing the Cybersecurity Competition Federation (CCF) (National Science Foundation Award DUE- 134536) which was created to facilitate a community that promotes cybersecurity competitions and related activities. CCF's vision is to maintain an engaged and thriving ecosystem of cybersecurity competitions and related activities to build career awareness and cybersecurity skill to address a global shortage of cybersecurity professionals."
Privacy Issues and Techniques in E-Health Systems,Tina Francis,"June 2015,",https://doi.org/10.1145/2751957.2751981,"During the present era, mobiles and smart devices are in abundance. A number of services have been provided through these devices. Ubiquitous services is gaining popularity in the present era. Ubiquity in healthcare is a sector which has gained importance in the current decade, as medical costs are not affordable to the common man. Ubiquitous healthcare has scope in seamlessly monitoring patients and identifying their health conditions. However privacy is at risk when using ubiquitous healthcare as personal health data are given to third party individuals for monitoring, storage and retrieval. This paper we proposes a privacy preserving model of an e-health system, so as to maintain the security of patient data across different domains in the e-health system."
Session details: Session 6: Occupational Stress,Sven Laumer,June 2015,https://doi.org/10.1145/3261022,
"Professional Obsolescence in IT: The Relationships between the Threat of Professional Obsolescence, Coping and Psychological Strain.",Tenace Setor,"June 2015,",https://doi.org/10.1145/2751957.2751962,"Professional obsolescence has been recognized as one of the biggest threats confronting present day IT workers. Despite the imperative to understand the strategies for coping with this professional threat, research on the subject is relatively limited. Moreover, most studies on the subject till date are anecdotal. Clearly, theoretically grounded empirical research on the subject will not only help advance the understanding on professional obsolescence but will also provide actionable directions for IT professionals to work effectively. With this end in view we first draw upon the mediational model of occupational stress to theorize the relationships between the threat of professional obsolescence and problem-focused and emotion-focused coping and their consequent impacts on psychological strain. Next, we test the hypothesized model via survey data collected in two waves from a sample of 738 IT professionals from a large Indian IT company. Results show that the threat of professional obsolescence is positively related to problem-focused coping but not emotion-focused coping. In addition, emotion-focused coping of professional obsolescence is associated with higher levels of psychological strain, but problem-focused coping of professional obsolescence is not significantly associated with psychological strain. We discuss the implications that the results of this study have for theory and practice."
Extending Moore's Exhaustion Model: Including Further Dimensions of Burnout and Investigating Their Influence on Turnover Intention Among IT Professionals,Christoph Weinert,"June 2015,",https://doi.org/10.1145/2751957.2751975,"This research focuses on burnout as a driver of turnover intention amongst IT professionals. We extend Moore's exhaustion model by including further dimensions of burnout into the model, namely depersonalization and reduced personal accomplishment. The effect of stressors on these dimensions and the original dimension of emotional exhaustion is investigated, as is their influence on turnover intention among IT professional. Results based on a data sample of 154 IT professionals show that not only emotional exhaustion but also depersonalization leads to turnover intention. This outcome cannot be neglected when trying to reduce turnover intention in an organization in order to maintain competitive advantages. Moreover, while the stressors suggested by Moore influence emotional exhaustion, they only slightly explain the dimensions of depersonalization and reduced personal accomplishment. This indicates that these two dimensions of burnout are caused by additional factors, which represents a research gap worth investigating in future research."
Session details: Future IT Professionals,Leigh Ellen Potter,June 2015,https://doi.org/10.1145/3261023,
Panel: Preparing the Next Generation of Computer Personnel,Leigh Ellen Potter,"June 2015,",https://doi.org/10.1145/2751957.2756527,"The purpose of this panel is to explore different techniques and approaches that are currently in use within the tertiary sector to prepare students in the technology industry for the move to working in the industry. A growing demand from employers for soft skills, and from university bodies for positive graduate employment outcomes is leading to a re-imagining of our approach to coursework. Work integrated learning and industry involvement within coursework and assessment will be presented, together with approaches for encouraging students to engage with industry and the development of non-traditional course offerings."
Session details: Session 7: Security Judgement,Indira Guzman,June 2015,https://doi.org/10.1145/3261024,
Factors Affecting Individual Information Security Practices,Santos M. Galvez,"June 2015,",https://doi.org/10.1145/2751957.2751966,"Data and information within organizations have become important assets that can create a significant competitive advantage and therefore need to be given careful attention. Research from industry has reported that the majority of security-related problems are indirectly caused by employees who disobey the information security policies of their organizations. This study proposes a model to evaluate the factors that influence the individual's information security practices (IISP) at work. Drawing on social cognitive and control theories, the proposed model includes cognitive, environmental, and control factors as antecedents of ISSP. The findings of this study could be used to develop effective security policies and training. They could also be used to develop effective security audits and further recommendations for organizations that are looking to make significant improvements in their information security profiles"
